# index  number of sampling vertical levels i j
1462 18 822 2109
# k value
1 0.999999
2 1
3 1
4 0.999999
5 1
6 1
9 0.999999
20 1
30 0.999999
40 1
50 1
55 1
60 0.999999
61 0.999999
62 1
63 1
64 0.999999
65 1
# now the complete profile with fillled values
1 0.999999
2 1
3 1
4 0.999999
5 1
6 1
7 1
8 0.999999
9 0.999999
10 0.999999
11 0.999999
12 0.999999
13 0.999999
14 0.999999
15 0.999999
16 0.999999
17 0.999999
18 0.999999
19 1
20 1
21 1
22 0.999999
23 0.999999
24 0.999999
25 0.999999
26 0.999999
27 0.999999
28 0.999999
29 0.999999
30 0.999999
31 0.999999
32 0.999999
33 0.999999
34 1
35 1
36 1
37 1
38 1
39 1
40 1
41 1
42 1
43 1
44 1
45 1
46 1
47 1
48 1
49 1
50 1
51 1
52 1
53 1
54 1
55 1
56 1
57 0.999999
58 0.999999
59 0.999999
60 0.999999
61 0.999999
62 1
63 1
64 0.999999
65 1
