# index  number of sampling vertical levels i j
1198 18 789 1715
# k value
1 1
2 0.999999
3 1
4 1
5 0.999999
6 1
9 1
20 0.999999
30 0.999999
40 0.999999
50 1
55 0.999999
60 0.999999
61 0.999999
62 1
63 0.999999
64 1
65 1
# now the complete profile with fillled values
1 1
2 0.999999
3 1
4 1
5 0.999999
6 1
7 1
8 1
9 1
10 1
11 1
12 1
13 1
14 0.999999
15 0.999999
16 0.999999
17 0.999999
18 0.999999
19 0.999999
20 0.999999
21 0.999999
22 0.999999
23 0.999999
24 0.999999
25 0.999999
26 0.999999
27 0.999999
28 0.999999
29 0.999999
30 0.999999
31 0.999999
32 0.999999
33 0.999999
34 0.999999
35 0.999999
36 0.999999
37 0.999999
38 0.999999
39 0.999999
40 0.999999
41 1
42 1
43 1
44 1
45 1
46 1
47 1
48 1
49 1
50 1
51 1
52 1
53 1
54 1
55 0.999999
56 0.999999
57 0.999999
58 0.999999
59 0.999999
60 0.999999
61 0.999999
62 1
63 0.999999
64 1
65 1
