# index  number of sampling vertical levels i j
929 18 284 1314
# k value
1 1
2 1
3 1
4 1
5 0.999999
6 0.999999
9 0.999999
20 1
30 0.999999
40 1
50 1
55 0.999999
60 1
61 0.999999
62 1
63 0.999999
64 1
65 1
# now the complete profile with fillled values
1 1
2 1
3 1
4 1
5 0.999999
6 0.999999
7 0.999999
8 0.999999
9 0.999999
10 1
11 1
12 1
13 1
14 1
15 1
16 1
17 1
18 1
19 1
20 1
21 1
22 1
23 1
24 1
25 1
26 1
27 0.999999
28 0.999999
29 0.999999
30 0.999999
31 0.999999
32 0.999999
33 0.999999
34 1
35 1
36 1
37 1
38 1
39 1
40 1
41 1
42 1
43 1
44 1
45 1
46 1
47 1
48 1
49 1
50 1
51 1
52 1
53 1
54 1
55 0.999999
56 0.999999
57 1
58 1
59 1
60 1
61 0.999999
62 1
63 0.999999
64 1
65 1
